mpn,manufacturer,category,source_url,final_url,http_status,content_type,file_size,local_path,sha256,state,failure_reason,attempts,last_attempt
CL10B333KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B473KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B683KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B104KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B154KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B224KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B334KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B474KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B105KB8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B103KO8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B223KO8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B473KO8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
CL10B104KO8NNNC,Samsung Electro-Mechanics,Capacitor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Samsung Electro-Mechanics,0,
LQG15HN1N0S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN1N2S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN1N5S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN1N8S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN2N2S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN2N7S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN3N3S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN3N9S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN4N7S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN5N6S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN6N8S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN8N2S02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN10NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN12NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN15NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN18NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN22NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN27NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN33NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN39NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN47NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN56NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN68NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN82NJ02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN100J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN120J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN150J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN180J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN220J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN270J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN330J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN390J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQG15HN470J02,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN1R0M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN1R5M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN2R2M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN3R3M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN4R7M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN6R8M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN100M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN150M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN220M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN330M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN470M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN680M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN101M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN151M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
LQM18PN221M00,Murata,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Murata,0,
MLZ1608M1R0WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M1R5WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M2R2WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M3R3WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M4R7WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M6R8WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M100WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M150WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M220WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M330WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M470WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M680WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
MLZ1608M101WT000,TDK,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: TDK,0,
SRN2009-1R0M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-1R5M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-2R2M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-3R3M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-4R7M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-6R8M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-100M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-150M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
SRN2009-220M,Bourns,Inductor,,,0,,0,,,ACCESS_BLOCKED,No known working source for manufacturer: Bourns,0,
